user_id,nama,gender,usia,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,lat,long,pendapatan_bulan,pengeluaran_bulan,tabungan_bulan,spending_ratio,impulse_base
BUDU00309,Wati Yulianto,P,29,D,Kelas D (Menengah Bawah),SPG/SPB,Jombang,Kota Kecil,190000,-7.8359,112.0399,1658018,1290565,367453,0.778,0.25
BUDU00310,Kevin Iskandar,L,48,D,Kelas D (Menengah Bawah),SPG/SPB,Tasikmalaya,Kota Kecil,700000,-7.4217,108.2592,2424450,2105376,319074,0.868,0.25
BUDU00311,Firmansyah Sutrisno,L,37,B,Kelas B (Menengah Atas),Dosen,Denpasar,Kota Besar,900000,-9.0551,115.3182,14480322,6940432,7539890,0.479,0.55
BUDU00312,Ayu Kurniawan,P,21,C,Kelas C (Menengah),Pegawai Swasta,Surabaya,Kota Besar,3100000,-7.2497,112.6714,6059203,3659682,2399521,0.604,0.4
BUDU00313,Dewi Wibowo,P,46,B,Kelas B (Menengah Atas),Dosen,Jakarta,Metropolitan,10500000,-5.9775,107.0429,9884705,6308019,3576686,0.638,0.55
BUDU00314,Elisa Sutrisno,P,29,B,Kelas B (Menengah Atas),Dosen,Depok,Metropolitan,2200000,-6.0475,107.1768,13910506,7881379,6029127,0.567,0.55
BUDU00315,Bella Sutrisno,P,25,C,Kelas C (Menengah),Staf Administrasi,Pekalongan,Kota Kecil,310000,-6.9992,109.7171,3831825,3115176,716649,0.813,0.4
BUDU00316,Bella Wijaya,P,31,C,Kelas C (Menengah),Guru Tetap,Purwokerto,Kota Kecil,290000,-7.7015,109.093,6956871,4744289,2212582,0.682,0.4
BUDU00317,Galih Yulianto,L,27,C,Kelas C (Menengah),Staf Administrasi,Surabaya,Kota Besar,3100000,-7.0958,112.7361,6717153,4038144,2679009,0.601,0.4
BUDU00318,Vino Purwanto,L,46,E,Kelas E (Miskin),Nelayan,Kediri,Kota Kecil,320000,-7.639,112.2697,1208599,1029608,178991,0.852,0.15
BUDU00319,Nisa Prasetyo,P,23,C,Kelas C (Menengah),PNS Golongan II,Bandung,Kota Besar,2500000,-7.1593,107.7245,6561638,4562280,1999358,0.695,0.4
BUDU00320,Fitri Iskandar,P,26,B,Kelas B (Menengah Atas),Dosen,Tangerang Selatan,Metropolitan,1700000,-6.4005,106.7989,13160975,6532360,6628615,0.496,0.55
BUDU00321,Hadi Saputra,L,34,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Makmur,Desa,3200,-6.5663,106.7439,1781880,1472959,308921,0.827,0.25
BUDU00322,Januar Mahendra,L,29,B,Kelas B (Menengah Atas),Wirausaha Menengah,Jakarta,Metropolitan,10500000,-6.1801,107.1715,19207890,10867415,8340475,0.566,0.55
BUDU00323,Fitri Saputra,P,39,D,Kelas D (Menengah Bawah),Admin Kantor,Denpasar,Kota Besar,900000,-8.1872,115.4993,2722409,2399865,322544,0.882,0.25
BUDU00324,Budi Setiawan,L,26,D,Kelas D (Menengah Bawah),Pedagang Warung,Medan,Kota Besar,2400000,3.9195,98.8022,1550514,1389075,161439,0.896,0.25
BUDU00325,Lukman Budiman,L,29,C,Kelas C (Menengah),Guru Tetap,Blitar,Kota Kecil,150000,-8.3493,112.2453,5667087,3484104,2182983,0.615,0.4
BUDU00326,Candra Firmansyah,L,53,A,Kelas A (Kaya),Konsultan Senior,Medan,Kota Besar,2400000,3.6664,98.4762,131543025,45439083,86103942,0.345,0.65
BUDU00327,Galih Iskandar,L,29,E,Kelas E (Miskin),Buruh Pabrik,Desa Panyingkiran,Desa,3700,-6.6829,107.2166,1258039,1184822,73217,0.942,0.15
BUDU00328,Dhea Yulianto,P,38,E,Kelas E (Miskin),Nelayan,Surabaya,Kota Besar,3100000,-7.3669,112.3214,1237229,1154312,82917,0.933,0.15
BUDU00329,Dhea Mahendra,P,24,C,Kelas C (Menengah),Wirausaha Kecil,Tangerang Selatan,Metropolitan,1700000,-6.4152,106.8289,5387407,3982781,1404626,0.739,0.4
BUDU00330,Rina Siregar,P,53,A,Kelas A (Kaya),Artis/Influencer,Depok,Metropolitan,2200000,-5.9533,107.127,112963020,40523156,72439864,0.359,0.65
BUDU00331,Ella Nugroho,P,34,D,Kelas D (Menengah Bawah),SPG/SPB,Bandung,Kota Besar,2500000,-7.3477,107.6738,2536325,2224674,311651,0.877,0.25
BUDU00332,Hadi Siregar,L,30,C,Kelas C (Menengah),Guru Tetap,Palembang,Kota Besar,1700000,-3.4155,104.9608,5671042,3433774,2237268,0.605,0.4
BUDU00333,Dinda Iskandar,P,42,C,Kelas C (Menengah),Staf Administrasi,Bogor,Metropolitan,1100000,-6.9434,106.8786,5556128,3672283,1883845,0.661,0.4
BUDU00334,Elisa Hidayat,P,39,E,Kelas E (Miskin),Ojek Konvensional,Desa Makmur,Desa,3200,-6.6154,106.9068,1291848,1246022,45826,0.965,0.15
BUDU00335,Yanto Nasution,L,39,C,Kelas C (Menengah),Sales,Purwokerto,Kota Kecil,290000,-7.8916,109.6399,6538333,4818612,1719721,0.737,0.4
BUDU00336,Nadia Sanjaya,P,27,C,Kelas C (Menengah),Perawat,Jakarta,Metropolitan,10500000,-6.0395,107.2375,3268066,2180883,1087183,0.667,0.4
BUDU00337,Putra Yulianto,L,25,D,Kelas D (Menengah Bawah),Driver Ojek Online,Magelang,Kota Kecil,130000,-7.5412,110.2476,2203660,2021862,181798,0.918,0.25
BUDU00338,Tono Hidayat,L,32,A,Kelas A (Kaya),Investor,Tangerang,Metropolitan,2100000,-5.8436,106.5058,101975522,36314402,65661120,0.356,0.65
BUDU00339,Samsul Purwanto,L,23,E,Kelas E (Miskin),Nelayan,Denpasar,Kota Besar,900000,-8.8991,114.8112,1039851,995981,43870,0.958,0.15
BUDU00340,Wulan Rahayu,P,39,C,Kelas C (Menengah),Sales,Semarang,Kota Besar,1800000,-7.2196,110.4081,4214495,2604979,1609516,0.618,0.4
BUDU00341,Nanang Nasution,L,39,A,Kelas A (Kaya),Notaris,Bekasi,Metropolitan,2700000,-6.0677,107.2666,79596085,40487416,39108669,0.509,0.65
BUDU00342,Irwan Gunawan,L,46,E,Kelas E (Miskin),Buruh Pabrik,Desa Rawa Indah,Desa,6500,-6.2106,107.0416,1458293,1332929,125364,0.914,0.15
BUDU00343,Tiara Hartono,P,28,C,Kelas C (Menengah),Pegawai Swasta,Bandung,Kota Besar,2500000,-6.9036,108.0224,4312932,3432121,880811,0.796,0.4
BUDU00344,Julia Sanjaya,P,38,D,Kelas D (Menengah Bawah),Admin Kantor,Jombang,Kota Kecil,190000,-7.3062,112.0083,1844740,1424842,419898,0.772,0.25
BUDU00345,Dewi Pratama,P,31,D,Kelas D (Menengah Bawah),Pedagang Warung,Pekalongan,Kota Kecil,310000,-6.4187,109.7466,2854786,2210490,644296,0.774,0.25
BUDU00346,Ulfa Gunawan,P,41,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,-7.3069,109.9382,2359834,1857414,502420,0.787,0.25
BUDU00347,Rina Pratama,P,34,C,Kelas C (Menengah),Sales,Magelang,Kota Kecil,130000,-7.2294,109.8697,5401125,3785277,1615848,0.701,0.4
BUDU00348,Doni Kusuma,L,48,D,Kelas D (Menengah Bawah),SPG/SPB,Kediri,Kota Kecil,320000,-8.3101,112.2837,2916998,2536105,380893,0.869,0.25
BUDU00349,Maman Iskandar,L,44,C,Kelas C (Menengah),Sales,Palembang,Kota Besar,1700000,-3.0004,104.9498,6077795,4666753,1411042,0.768,0.4
BUDU00350,Kevin Purnomo,L,30,C,Kelas C (Menengah),Sales,Magelang,Kota Kecil,130000,-7.7012,110.5707,6094210,4901234,1192976,0.804,0.4
BUDU00351,Firmansyah Hartono,L,25,D,Kelas D (Menengah Bawah),Admin Kantor,Palembang,Kota Besar,1700000,-2.5611,104.4645,1574421,1427689,146732,0.907,0.25
BUDU00352,Tari Kurniawan,P,22,D,Kelas D (Menengah Bawah),Karyawan Toko,Tegal,Kota Kecil,285000,-6.8036,109.5693,2659157,2169459,489698,0.816,0.25
BUDU00353,Putri Purnomo,P,27,D,Kelas D (Menengah Bawah),Admin Kantor,Tegal,Kota Kecil,285000,-6.4079,109.3081,2127873,1933481,194392,0.909,0.25
BUDU00354,Widya Prasetyo,P,40,C,Kelas C (Menengah),Wirausaha Kecil,Tangerang,Metropolitan,2100000,-6.3198,107.0531,6788645,4580635,2208010,0.675,0.4
BUDU00355,Bunga Purwanto,P,41,E,Kelas E (Miskin),Pedagang Kaki Lima,Desa Sejahtera,Desa,4100,-6.5577,106.6132,1493076,1434009,59067,0.96,0.15
BUDU00356,Ulfa Hidayat,P,48,D,Kelas D (Menengah Bawah),SPG/SPB,Desa Sejahtera,Desa,4100,-6.6076,106.4628,2179220,1854922,324298,0.851,0.25
BUDU00357,Firmansyah Susanto,L,33,A,Kelas A (Kaya),Partner Law Firm,Bekasi,Metropolitan,2700000,-6.0874,106.7626,81224832,24623937,56600895,0.303,0.65
BUDU00358,Zara Gunawan,P,22,B,Kelas B (Menengah Atas),Engineer Senior,Bekasi,Metropolitan,2700000,-6.0178,107.3457,9761814,5263494,4498320,0.539,0.55
BUDU00359,Budi Siregar,L,27,B,Kelas B (Menengah Atas),Dosen,Bandung,Kota Besar,2500000,-6.5544,107.9416,9400221,4637465,4762756,0.493,0.55
BUDU00360,Kevin Yulianto,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,-5.0641,119.3228,5384327,3651268,1733059,0.678,0.4
BUDU00361,Rina Firmansyah,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,-7.6168,111.9221,2731471,2308909,422562,0.845,0.25
BUDU00362,Wulan Yulianto,P,39,E,Kelas E (Miskin),Pedagang Kaki Lima,Desa Rawa Indah,Desa,6500,-6.1149,106.5263,1124787,1087040,37747,0.966,0.15
BUDU00363,Bagas Wahyudi,L,32,C,Kelas C (Menengah),PNS Golongan II,Blitar,Kota Kecil,150000,-8.3019,112.6069,3413060,2662606,750454,0.78,0.4
BUDU00364,Rudi Rajasa,L,31,B,Kelas B (Menengah Atas),Manajer,Semarang,Kota Besar,1800000,-6.9696,110.1386,7654543,5337956,2316587,0.697,0.55
BUDU00365,Cantika Nasution,P,41,D,Kelas D (Menengah Bawah),Karyawan Toko,Yogyakarta,Kota Besar,420000,-7.933,110.6752,1614659,1301077,313582,0.806,0.25
BUDU00366,Wati Pratama,P,44,D,Kelas D (Menengah Bawah),Guru Honorer,Pekalongan,Kota Kecil,310000,-6.6267,109.9568,1831858,1459769,372089,0.797,0.25
BUDU00367,Gita Mahendra,P,40,E,Kelas E (Miskin),Buruh Tani,Desa Panyingkiran,Desa,3700,-6.5388,106.9564,1455976,1421396,34580,0.976,0.15
BUDU00368,Nisa Nugroho,P,25,B,Kelas B (Menengah Atas),Dokter,Tangerang,Metropolitan,2100000,-5.9769,106.7884,14966345,7600958,7365387,0.508,0.55
BUDU00369,Afifah Rajasa,P,34,C,Kelas C (Menengah),Perawat,Tasikmalaya,Kota Kecil,700000,-7.4065,108.4683,4493831,3221921,1271910,0.717,0.4
BUDU00370,Fajar Hidayat,L,23,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Rawa Indah,Desa,6500,-6.4799,106.8183,2740953,2386601,354352,0.871,0.25
BUDU00371,Oscar Purnomo,L,28,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Cikaret,Desa,2800,-5.7836,106.9354,2754747,2361010,393737,0.857,0.25
BUDU00372,Hendra Nasution,L,33,E,Kelas E (Miskin),Ojek Konvensional,Kediri,Kota Kecil,320000,-7.4836,112.0515,1312047,1259311,52736,0.96,0.15
BUDU00373,Maya Saputra,P,49,E,Kelas E (Miskin),Nelayan,Tegal,Kota Kecil,285000,-6.4678,108.8554,1138814,1098917,39897,0.965,0.15
BUDU00374,Prita Purwanto,P,31,B,Kelas B (Menengah Atas),Engineer Senior,Yogyakarta,Kota Besar,420000,-7.6245,110.6749,10040660,6894811,3145849,0.687,0.55
BUDU00375,Vina Firmansyah,P,42,D,Kelas D (Menengah Bawah),SPG/SPB,Desa Panyingkiran,Desa,3700,-6.012,106.4204,2996434,2725407,271027,0.91,0.25
BUDU00376,Wulan Wibowo,P,36,E,Kelas E (Miskin),Ojek Konvensional,Cirebon,Kota Kecil,320000,-7.0611,108.4704,1441859,1367527,74332,0.948,0.15
BUDU00377,Nadia Lubis,P,39,C,Kelas C (Menengah),Perawat,Cirebon,Kota Kecil,320000,-7.1552,108.2873,3209565,2511912,697653,0.783,0.4
BUDU00378,Andi Nugroho,L,26,A,Kelas A (Kaya),Partner Law Firm,Jakarta,Metropolitan,10500000,-6.6991,107.2036,140499125,65942871,74556254,0.469,0.65
BUDU00379,Intan Wibowo,P,19,E,Kelas E (Miskin),Ojek Konvensional,Desa Panyingkiran,Desa,3700,-6.1558,106.5752,1211846,1141834,70012,0.942,0.15
BUDU00380,Irwan Iskandar,L,23,D,Kelas D (Menengah Bawah),Admin Kantor,Magelang,Kota Kecil,130000,-7.1624,110.6481,1832672,1404214,428458,0.766,0.25
BUDU00381,Vevi Iskandar,P,28,E,Kelas E (Miskin),Buruh Pabrik,Magelang,Kota Kecil,130000,-7.4872,110.1598,1032398,922419,109979,0.893,0.15
BUDU00382,Vina Saputra,P,23,C,Kelas C (Menengah),Perawat,Bogor,Metropolitan,1100000,-6.9479,106.5742,4185568,2843827,1341741,0.679,0.4
BUDU00383,Hafizh Iskandar,L,32,E,Kelas E (Miskin),Buruh Pabrik,Desa Panyingkiran,Desa,3700,-5.724,106.6448,1288014,1151292,136722,0.894,0.15
BUDU00384,Januar Rahayu,L,50,E,Kelas E (Miskin),Nelayan,Desa Cikaret,Desa,2800,-6.5944,106.3453,1353364,1265842,87522,0.935,0.15
BUDU00385,Mira Nugroho,P,20,D,Kelas D (Menengah Bawah),Driver Ojek Online,Desa Cikaret,Desa,2800,-5.7227,107.0938,2988872,2576712,412160,0.862,0.25
BUDU00386,Okta Nasution,P,38,C,Kelas C (Menengah),Perawat,Surabaya,Kota Besar,3100000,-7.4272,112.8163,4737445,3728968,1008477,0.787,0.4
BUDU00387,Udin Santoso,L,22,E,Kelas E (Miskin),Buruh Tani,Cirebon,Kota Kecil,320000,-6.9784,108.5233,869682,794881,74801,0.914,0.15
BUDU00388,Nisa Wijaya,P,34,C,Kelas C (Menengah),Guru Tetap,Blitar,Kota Kecil,150000,-8.505,112.6324,5046554,3177904,1868650,0.63,0.4
BUDU00389,Ani Gunawan,P,36,C,Kelas C (Menengah),PNS Golongan II,Palembang,Kota Besar,1700000,-3.3327,104.2938,5301436,3722110,1579326,0.702,0.4
BUDU00390,Bunga Siregar,P,24,D,Kelas D (Menengah Bawah),Karyawan Toko,Desa Panyingkiran,Desa,3700,-6.578,107.0014,1589914,1223097,366817,0.769,0.25
BUDU00391,Ulfa Hidayat,P,22,D,Kelas D (Menengah Bawah),Driver Ojek Online,Jombang,Kota Kecil,190000,-7.7892,111.7568,1541765,1321807,219958,0.857,0.25
BUDU00392,Kiki Wijaya,P,35,C,Kelas C (Menengah),PNS Golongan II,Tegal,Kota Kecil,285000,-6.7925,109.2041,6861210,4871880,1989330,0.71,0.4
BUDU00393,Hana Sanjaya,P,39,C,Kelas C (Menengah),Wirausaha Kecil,Pekalongan,Kota Kecil,310000,-6.6739,109.4687,6452036,4617099,1834937,0.716,0.4
BUDU00394,Rahma Pratama,P,41,B,Kelas B (Menengah Atas),Dosen,Yogyakarta,Kota Besar,420000,-7.5393,109.9512,19297020,13142656,6154364,0.681,0.55
BUDU00395,Okta Sanjaya,P,37,C,Kelas C (Menengah),Pegawai Swasta,Palembang,Kota Besar,1700000,-3.3487,104.4017,4294121,3344930,949191,0.779,0.4
BUDU00396,Sinta Setiawan,P,24,B,Kelas B (Menengah Atas),Dokter,Depok,Metropolitan,2200000,-6.6037,107.1854,12226353,5543532,6682821,0.453,0.55
BUDU00397,Tono Hidayat,L,46,D,Kelas D (Menengah Bawah),Teknisi,Makassar,Kota Besar,1500000,-5.5626,119.4816,2735409,2228254,507155,0.815,0.25
BUDU00398,Doni Lubis,L,41,A,Kelas A (Kaya),Konsultan Senior,Tangerang Selatan,Metropolitan,1700000,-6.3426,106.7423,37942013,19429557,18512456,0.512,0.65
BUDU00399,Budi Gunawan,L,35,B,Kelas B (Menengah Atas),Engineer Senior,Depok,Metropolitan,2200000,-6.5378,107.0327,18174233,11207218,6967015,0.617,0.55
BUDU00400,Rini Kurniawan,P,41,C,Kelas C (Menengah),Staf Administrasi,Makassar,Kota Besar,1500000,-4.8674,119.6064,4999835,3844122,1155713,0.769,0.4
BUDU00401,Fitri Wahyudi,P,23,C,Kelas C (Menengah),Staf Administrasi,Depok,Metropolitan,2200000,-6.424,106.8798,3502199,2518440,983759,0.719,0.4
BUDU00402,Ulfa Wibowo,P,32,C,Kelas C (Menengah),Perawat,Medan,Kota Besar,2400000,4.0277,98.6954,3934963,2596261,1338702,0.66,0.4
BUDU00403,Nanang Prasetyo,L,46,D,Kelas D (Menengah Bawah),Admin Kantor,Pekalongan,Kota Kecil,310000,-6.495,109.2499,2714886,2455112,259774,0.904,0.25
BUDU00404,Hasna Nugroho,P,29,D,Kelas D (Menengah Bawah),Admin Kantor,Desa Sukamaju,Desa,5000,-5.7248,107.1332,2867008,2297944,569064,0.802,0.25
BUDU00405,Agus Sanjaya,L,26,C,Kelas C (Menengah),PNS Golongan II,Makassar,Kota Besar,1500000,-5.5273,119.5172,4480098,3643443,836655,0.813,0.4
BUDU00406,Erwin Purwanto,L,26,B,Kelas B (Menengah Atas),Analis Keuangan,Depok,Metropolitan,2200000,-6.4508,106.6489,7794360,4288270,3506090,0.55,0.55
BUDU00407,Widya Saputra,P,34,C,Kelas C (Menengah),Perawat,Surabaya,Kota Besar,3100000,-7.6961,113.0658,5465712,4410342,1055370,0.807,0.4
BUDU00408,Fery Saputra,L,27,E,Kelas E (Miskin),Pedagang Kaki Lima,Desa Sejahtera,Desa,4100,-6.3619,106.4268,1167680,1051994,115686,0.901,0.15
BUDU00409,Julia Purwanto,P,38,E,Kelas E (Miskin),Buruh Pabrik,Medan,Kota Besar,2400000,3.2117,98.4265,1216660,1080894,135766,0.888,0.15
BUDU00410,Wati Mahendra,P,32,E,Kelas E (Miskin),Ojek Konvensional,Desa Sejahtera,Desa,4100,-6.2672,106.8957,1007428,866872,140556,0.86,0.15
BUDU00411,Rina Iskandar,P,24,B,Kelas B (Menengah Atas),Dosen,Tangerang Selatan,Metropolitan,1700000,-6.4269,106.5174,13198905,6583604,6615301,0.499,0.55
BUDU00412,Gita Yulianto,P,24,E,Kelas E (Miskin),Ojek Konvensional,Desa Panyingkiran,Desa,3700,-6.2305,106.7227,1305446,1278597,26849,0.979,0.15
BUDU00413,Ivan Nugroho,L,43,C,Kelas C (Menengah),Wirausaha Kecil,Bogor,Metropolitan,1100000,-7.0842,106.5327,3088264,2238116,850148,0.725,0.4
BUDU00414,Elisa Siregar,P,21,C,Kelas C (Menengah),PNS Golongan II,Palembang,Kota Besar,1700000,-3.2598,104.718,3757134,2294256,1462878,0.611,0.4
BUDU00415,Fajar Gunawan,L,31,C,Kelas C (Menengah),Guru Tetap,Pekalongan,Kota Kecil,310000,-6.9225,109.6207,3272436,1973949,1298487,0.603,0.4
BUDU00416,Lina Prasetyo,P,25,A,Kelas A (Kaya),Partner Law Firm,Tangerang Selatan,Metropolitan,1700000,-6.7271,106.8148,82183612,39374800,42808812,0.479,0.65
BUDU00417,Yuni Kurniawan,P,34,B,Kelas B (Menengah Atas),Wirausaha Menengah,Semarang,Kota Besar,1800000,-7.249,110.5183,9123767,4984092,4139675,0.546,0.55
BUDU00418,Doni Hidayat,L,40,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,-5.6219,119.486,3581306,2558839,1022467,0.714,0.4
BUDU00419,Vina Nasution,P,23,B,Kelas B (Menengah Atas),Pengacara,Bandung,Kota Besar,2500000,-6.5147,107.644,8274099,4656649,3617450,0.563,0.55
BUDU00420,Indri Kusuma,P,30,A,Kelas A (Kaya),Notaris,Tangerang Selatan,Metropolitan,1700000,-6.5409,106.5685,36502773,19961600,16541173,0.547,0.65
BUDU00421,Irwan Wahyudi,L,32,C,Kelas C (Menengah),Pegawai Swasta,Jombang,Kota Kecil,190000,-7.9924,112.06,3307032,2541500,765532,0.769,0.4
BUDU00422,Erwin Purwanto,L,22,C,Kelas C (Menengah),Wirausaha Kecil,Tangerang Selatan,Metropolitan,1700000,-6.058,106.5258,3393696,2329746,1063950,0.686,0.4
BUDU00423,Nanda Wibowo,L,24,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Cikaret,Desa,2800,-6.6273,106.5806,2381545,1927836,453709,0.809,0.25
BUDU00424,Wahyu Sanjaya,L,48,B,Kelas B (Menengah Atas),Wirausaha Menengah,Jakarta,Metropolitan,10500000,-6.2991,107.3238,16493163,8167793,8325370,0.495,0.55
BUDU00425,Lina Prasetyo,P,41,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,-7.1133,109.7773,2058180,1785777,272403,0.868,0.25
BUDU00426,Januar Pratama,L,34,C,Kelas C (Menengah),Sales,Purwokerto,Kota Kecil,290000,-7.5256,108.8755,5274209,3348712,1925497,0.635,0.4
BUDU00427,Rudi Mahendra,L,29,C,Kelas C (Menengah),Guru Tetap,Denpasar,Kota Besar,900000,-8.6867,115.131,4417508,2998244,1419264,0.679,0.4
BUDU00428,Rudi Mahendra,L,24,D,Kelas D (Menengah Bawah),Karyawan Toko,Blitar,Kota Kecil,150000,-7.856,111.6938,1972515,1598371,374144,0.81,0.25
BUDU00429,Kiki Purnomo,P,45,E,Kelas E (Miskin),Asisten Rumah Tangga,Desa Rawa Indah,Desa,6500,-6.2118,106.4332,1088682,962366,126316,0.884,0.15
BUDU00430,Ani Mahendra,P,29,E,Kelas E (Miskin),Nelayan,Makassar,Kota Besar,1500000,-4.9131,118.9566,1090859,1010166,80693,0.926,0.15
BUDU00431,Udin Sutrisno,L,38,D,Kelas D (Menengah Bawah),Admin Kantor,Purwokerto,Kota Kecil,290000,-7.025,108.9388,2325797,1753269,572528,0.754,0.25
BUDU00432,Zara Wijaya,P,41,E,Kelas E (Miskin),Pedagang Kaki Lima,Pekalongan,Kota Kecil,310000,-6.4756,109.7474,1365876,1193096,172780,0.874,0.15
BUDU00433,Bella Wijaya,P,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Pekalongan,Kota Kecil,310000,-6.7732,109.2569,2391074,1828990,562084,0.765,0.25
BUDU00434,Bella Prasetyo,P,22,B,Kelas B (Menengah Atas),Engineer Senior,Tangerang,Metropolitan,2100000,-6.0208,106.8091,11684881,7591246,4093635,0.65,0.55
BUDU00435,Hendra Lubis,L,39,D,Kelas D (Menengah Bawah),SPG/SPB,Makassar,Kota Besar,1500000,-4.716,119.9296,2711576,2365651,345925,0.872,0.25
BUDU00436,Hasna Purnomo,P,23,E,Kelas E (Miskin),Pedagang Kaki Lima,Surabaya,Kota Besar,3100000,-6.8984,112.7522,800650,750798,49852,0.938,0.15
BUDU00437,Agus Wijaya,L,41,B,Kelas B (Menengah Atas),Analis Keuangan,Bogor,Metropolitan,1100000,-6.1626,106.6094,19112073,12336322,6775751,0.645,0.55
BUDU00438,Prio Nugroho,L,19,D,Kelas D (Menengah Bawah),Karyawan Toko,Surabaya,Kota Besar,3100000,-7.1824,112.4589,1773687,1482372,291315,0.836,0.25
BUDU00439,Prio Setiawan,L,26,E,Kelas E (Miskin),Buruh Tani,Desa Panyingkiran,Desa,3700,-5.9166,107.2093,1083727,973328,110399,0.898,0.15
BUDU00440,Wati Gunawan,P,39,D,Kelas D (Menengah Bawah),Karyawan Toko,Desa Sukamaju,Desa,5000,-6.6376,106.7862,2462352,1892397,569955,0.769,0.25
BUDU00441,Cantika Gunawan,P,27,D,Kelas D (Menengah Bawah),Pedagang Warung,Surabaya,Kota Besar,3100000,-7.4838,113.1639,2788047,2137251,650796,0.767,0.25
BUDU00442,Maman Sanjaya,L,35,C,Kelas C (Menengah),Guru Tetap,Cirebon,Kota Kecil,320000,-7.1683,108.2294,5042281,3031070,2011211,0.601,0.4
BUDU00443,Kukuh Iskandar,L,58,A,Kelas A (Kaya),Notaris,Tangerang Selatan,Metropolitan,1700000,-5.9282,106.3421,133262711,61502377,71760334,0.462,0.65
BUDU00444,Tiara Firmansyah,P,41,E,Kelas E (Miskin),Buruh Tani,Bandung,Kota Besar,2500000,-6.942,107.9682,1015001,913340,101661,0.9,0.15
BUDU00445,Rahma Kusuma,P,33,B,Kelas B (Menengah Atas),Engineer Senior,Bandung,Kota Besar,2500000,-6.9566,107.9478,14511763,9539898,4971865,0.657,0.55
BUDU00446,Joko Hartono,L,49,A,Kelas A (Kaya),Pengusaha,Yogyakarta,Kota Besar,420000,-8.1564,110.4815,67187769,22970846,44216923,0.342,0.65
BUDU00447,Yuni Kusuma,P,41,E,Kelas E (Miskin),Ojek Konvensional,Desa Rawa Indah,Desa,6500,-6.4017,107.0755,989391,891546,97845,0.901,0.15
BUDU00448,Firmansyah Iskandar,L,29,B,Kelas B (Menengah Atas),Dosen,Surabaya,Kota Besar,3100000,-7.3168,113.132,13858327,7987665,5870662,0.576,0.55
BUDU00449,Yanto Siregar,L,30,C,Kelas C (Menengah),Guru Tetap,Tangerang Selatan,Metropolitan,1700000,-6.3716,106.6326,4805066,3712942,1092124,0.773,0.4
BUDU00450,Dhea Gunawan,P,29,B,Kelas B (Menengah Atas),Dosen,Bekasi,Metropolitan,2700000,-5.9885,106.8012,7598819,5025961,2572858,0.661,0.55
BUDU00451,Mulyadi Setiawan,L,27,B,Kelas B (Menengah Atas),Pengacara,Bandung,Kota Besar,2500000,-6.8637,107.6321,12443036,6474712,5968324,0.52,0.55
BUDU00452,Erwin Kusuma,L,41,D,Kelas D (Menengah Bawah),Driver Ojek Online,Semarang,Kota Besar,1800000,-6.9808,110.2691,1847761,1503561,344200,0.814,0.25
BUDU00453,Hafizh Prasetyo,L,44,C,Kelas C (Menengah),Wirausaha Kecil,Blitar,Kota Kecil,150000,-8.5593,112.0604,3930913,3052466,878447,0.777,0.4
BUDU00454,Cantika Gunawan,P,41,C,Kelas C (Menengah),PNS Golongan II,Cirebon,Kota Kecil,320000,-6.7713,109.0411,6464142,4565695,1898447,0.706,0.4
BUDU00455,Budi Purwanto,L,44,C,Kelas C (Menengah),PNS Golongan II,Tegal,Kota Kecil,285000,-6.8347,109.499,6430122,4319074,2111048,0.672,0.4
BUDU00456,Dinda Rajasa,P,20,D,Kelas D (Menengah Bawah),SPG/SPB,Bandung,Kota Besar,2500000,-7.1839,107.1873,2987833,2335921,651912,0.782,0.25
BUDU00457,Bagas Budiman,L,50,E,Kelas E (Miskin),Pedagang Kaki Lima,Jombang,Kota Kecil,190000,-7.5108,112.5689,1433709,1281896,151813,0.894,0.15
BUDU00458,Joko Lubis,L,23,D,Kelas D (Menengah Bawah),Driver Ojek Online,Desa Sejahtera,Desa,4100,-6.3737,106.3208,2674742,2352036,322706,0.879,0.25
BUDU00459,Vevi Santoso,P,48,B,Kelas B (Menengah Atas),Engineer Senior,Tangerang,Metropolitan,2100000,-6.2301,106.6231,10210495,5136608,5073887,0.503,0.55
BUDU00460,Dhea Gunawan,P,44,B,Kelas B (Menengah Atas),Wirausaha Menengah,Denpasar,Kota Besar,900000,-8.6668,115.591,18546487,12762379,5784108,0.688,0.55
BUDU00461,Oki Wijaya,L,22,C,Kelas C (Menengah),Sales,Palembang,Kota Besar,1700000,-2.8214,104.6866,4241233,3163704,1077529,0.746,0.4
